dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.01
batch:8
lr:0.0001
weight_decay:0.01
decay_interval:5
lr_decay:1.0
iteration:20
kernel_size:7
add_trans_layer:1
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	65.6474	89.6433	0.6222	0.6041	0.6942	0.6336	0.6054	0.6619
2	128.3728	84.2129	0.649	0.6236	0.7472	0.6687	0.6485	0.7372
3	191.4539	79.1332	0.6719	0.6493	0.7842	0.6867	0.6793	0.783
4	254.6878	76.1703	0.6788	0.6664	0.8033	0.6994	0.6948	0.8084
5	318.5757	72.4395	0.6961	0.6867	0.8276	0.7125	0.7148	0.8374
6	382.3083	70.1983	0.6883	0.6991	0.8395	0.7157	0.7212	0.8483
7	445.6637	67.8314	0.6979	0.6993	0.841	0.7253	0.7301	0.8549
8	509.0471	66.1286	0.6988	0.6992	0.8534	0.7253	0.7259	0.8646
9	572.0094	64.0079	0.6927	0.7003	0.8535	0.7267	0.7259	0.8686
10	634.6569	62.5421	0.702	0.7	0.8744	0.724	0.7242	0.8824
11	697.6524	60.7581	0.7082	0.7067	0.8826	0.7348	0.7289	0.8941
12	760.0425	59.0405	0.711	0.7205	0.885	0.739	0.7483	0.8978
13	822.0492	57.7099	0.7163	0.7138	0.8943	0.7421	0.7462	0.9044
14	884.6431	56.3056	0.7025	0.6937	0.8933	0.7349	0.7214	0.9023
15	946.6753	55.4623	0.71	0.7173	0.9056	0.7331	0.7396	0.9153
16	1008.7105	53.4991	0.7089	0.7106	0.9088	0.7342	0.7405	0.919
17	1070.769	52.5978	0.7106	0.719	0.9197	0.7296	0.7528	0.9292
18	1134.0822	49.191	0.7126	0.7196	0.9141	0.7332	0.7473	0.9244
19	1196.3585	48.9744	0.7172	0.7227	0.9251	0.7396	0.7373	0.9321
20	1258.9697	45.8764	0.7137	0.7185	0.9347	0.7315	0.7361	0.9433
