dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.25
batch:64
lr:0.001
weight_decay:0.1
decay_interval:5
lr_decay:1.0
iteration:20
kernel_size:7
add_trans_layer:1
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	61.6289	92.4404	0.4998	0.4947	0.5113	0.5177	0.4994	0.5064
2	125.747	91.3298	0.5674	0.6009	0.6166	0.589	0.5889	0.5908
3	188.7614	89.9511	0.6024	0.6493	0.6685	0.6254	0.6627	0.6383
4	250.0952	88.1398	0.6257	0.6765	0.7126	0.6434	0.7033	0.7028
5	313.145	86.7977	0.6345	0.6816	0.7302	0.6471	0.7084	0.7201
6	376.0247	85.2302	0.6427	0.693	0.747	0.655	0.7103	0.7463
7	437.3747	84.536	0.652	0.7086	0.7646	0.6593	0.7124	0.7695
8	499.8252	81.9972	0.6602	0.7122	0.7736	0.6707	0.7142	0.7827
9	564.0774	80.9211	0.6721	0.7131	0.7806	0.6797	0.7151	0.7879
10	627.2311	79.6461	0.6715	0.7173	0.7881	0.6832	0.7147	0.7947
11	690.4488	77.9536	0.6748	0.7206	0.7989	0.686	0.7168	0.8027
12	754.5675	77.9288	0.6814	0.7272	0.8033	0.6916	0.7224	0.814
13	817.0125	77.5314	0.6893	0.7278	0.809	0.7004	0.7257	0.8163
14	879.0662	75.5837	0.6909	0.7249	0.8132	0.7029	0.715	0.826
15	940.0842	77.5311	0.7004	0.736	0.8143	0.6948	0.6956	0.8271
16	1001.2926	75.8005	0.7042	0.7316	0.819	0.6996	0.6908	0.8304
17	1063.976	75.0665	0.7042	0.7296	0.8186	0.7015	0.6886	0.8363
18	1125.7918	72.654	0.7055	0.7338	0.8245	0.7024	0.6911	0.8426
19	1188.5214	71.5977	0.715	0.7399	0.8288	0.7101	0.6959	0.8505
20	1251.3845	72.0215	0.7174	0.7421	0.8442	0.7239	0.7141	0.8619
