dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.2
batch:8
lr:0.0001
weight_decay:0.0001
decay_interval:5
lr_decay:1.0
iteration:20
kernel_size:7
remove_trans_layer:0
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	51.4572	91.7919	0.4428	0.473	0.4803	0.4824	0.4747	0.5134
2	104.61	91.1695	0.4878	0.5619	0.5682	0.5077	0.531	0.5631
3	155.9167	90.2877	0.5512	0.6364	0.649	0.549	0.5717	0.6131
4	206.4198	89.5173	0.5784	0.6645	0.6853	0.5741	0.5918	0.6507
5	257.8938	88.8883	0.5894	0.6956	0.7028	0.5823	0.6334	0.6707
6	308.4867	88.0619	0.6158	0.7068	0.7305	0.6023	0.6463	0.6979
7	359.4739	87.4254	0.6322	0.7125	0.7519	0.6222	0.6611	0.7359
8	411.035	86.1185	0.6429	0.7172	0.7632	0.6399	0.6696	0.7584
9	462.5299	82.7857	0.6545	0.725	0.7704	0.6617	0.6918	0.7661
10	513.8723	81.9285	0.668	0.7268	0.7819	0.6795	0.7023	0.7824
11	564.5059	80.445	0.6748	0.7283	0.7896	0.6872	0.7079	0.7919
12	616.125	77.149	0.6791	0.7331	0.8001	0.691	0.7127	0.8084
13	668.268	76.7565	0.6841	0.7351	0.807	0.6911	0.7075	0.8152
14	719.805	74.7803	0.6915	0.7374	0.8136	0.7001	0.7092	0.8231
15	770.2489	73.5727	0.6902	0.7403	0.8182	0.7	0.7143	0.826
16	821.2484	71.6007	0.6961	0.7402	0.828	0.7014	0.6985	0.8393
17	872.858	72.241	0.6986	0.7453	0.8327	0.7014	0.7187	0.8475
18	924.4146	71.606	0.696	0.7406	0.836	0.7022	0.7095	0.8532
19	976.2524	70.1459	0.7039	0.7438	0.8431	0.7105	0.7121	0.8607
20	1027.5671	70.9468	0.7025	0.7466	0.8576	0.7101	0.7267	0.8701
