dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.2
batch:8
lr:0.0001
weight_decay:0.0001
decay_interval:5
lr_decay:1.0
iteration:20
kernel_size:7
remove_trans_layer:0
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	52.7924	92.6533	0.5202	0.5032	0.4837	0.5361	0.4785	0.4916
2	105.9435	90.9033	0.578	0.5263	0.5504	0.5896	0.499	0.5424
3	158.876	90.3631	0.6231	0.5647	0.6238	0.6303	0.5423	0.6122
4	211.8607	89.4042	0.6408	0.589	0.6616	0.6489	0.5705	0.6587
5	264.263	88.9868	0.6593	0.6067	0.7001	0.6687	0.5804	0.7046
6	316.965	88.2533	0.6693	0.6254	0.7215	0.682	0.6055	0.7329
7	369.6866	86.8368	0.6792	0.6493	0.7534	0.6864	0.621	0.7643
8	422.2249	85.529	0.6865	0.6564	0.7692	0.6952	0.638	0.7782
9	475.8987	82.3434	0.6883	0.6628	0.781	0.6963	0.6427	0.7812
10	529.6807	80.0719	0.6879	0.6647	0.7926	0.6958	0.6591	0.791
11	582.3823	79.0164	0.6933	0.6736	0.8067	0.7052	0.6757	0.8076
12	636.4397	76.8576	0.6951	0.6704	0.8043	0.7055	0.6794	0.8103
13	690.1995	74.9523	0.6997	0.6686	0.8132	0.7095	0.6799	0.8184
14	744.2029	74.4871	0.7018	0.6722	0.8199	0.7136	0.6845	0.8276
15	798.2729	72.5018	0.7013	0.6622	0.8181	0.7086	0.6794	0.8254
16	851.7692	70.8494	0.707	0.6682	0.8242	0.7244	0.6913	0.8364
17	905.259	72.3675	0.7041	0.6701	0.8243	0.7263	0.696	0.8373
18	958.4298	69.843	0.6992	0.6712	0.8338	0.7219	0.6985	0.8491
19	1011.7111	70.6047	0.6991	0.6752	0.8403	0.7239	0.7021	0.8581
20	1064.6006	70.3212	0.7012	0.6799	0.8512	0.7237	0.7034	0.8639
