dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.01
batch:8
lr:0.0001
weight_decay:0.01
decay_interval:5
lr_decay:1.0
iteration:20
kernel_size:7
add_trans_layer:1
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	64.688	91.1025	0.5918	0.6708	0.6617	0.608	0.6587	0.6825
2	127.4551	86.2201	0.6511	0.7216	0.7403	0.6716	0.7163	0.7447
3	190.0291	81.9314	0.6717	0.7254	0.7765	0.6881	0.7179	0.7761
4	251.251	78.2322	0.6888	0.7374	0.8055	0.6996	0.7308	0.8111
5	313.4689	73.9671	0.7046	0.7418	0.8207	0.7072	0.7308	0.8344
6	374.1361	72.4332	0.7074	0.7383	0.8381	0.7119	0.723	0.8538
7	435.7689	70.6792	0.7006	0.7404	0.8535	0.7088	0.7283	0.872
8	497.8332	69.3176	0.7176	0.7403	0.8587	0.729	0.7152	0.8821
9	560.4487	66.6679	0.7137	0.7339	0.8637	0.7225	0.7099	0.8827
10	622.2595	65.5665	0.713	0.7179	0.8667	0.7156	0.6928	0.8861
11	683.4031	64.1583	0.7177	0.7347	0.8862	0.7246	0.6969	0.9004
12	746.3519	61.027	0.7231	0.7367	0.8846	0.7242	0.711	0.9023
13	809.4567	60.9465	0.7196	0.738	0.896	0.7268	0.7087	0.9093
14	871.4369	59.8556	0.7233	0.7296	0.8881	0.7343	0.6947	0.9034
15	932.1355	58.1091	0.7253	0.7363	0.901	0.7326	0.6937	0.9149
16	993.6815	55.4554	0.7164	0.7385	0.9038	0.7218	0.7011	0.9172
17	1055.7507	56.1674	0.7216	0.7284	0.9087	0.7303	0.6833	0.9205
18	1117.6799	54.7405	0.7116	0.7199	0.9149	0.7298	0.6791	0.9269
19	1181.9262	53.3539	0.7196	0.7087	0.916	0.7305	0.6679	0.9254
20	1244.1828	49.7593	0.7104	0.7212	0.9212	0.725	0.6821	0.9309
