dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.2
batch:64
lr:0.001
weight_decay:0.01
decay_interval:5
lr_decay:1.0
iteration:20
kernel_size:7
add_trans_layer:1
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	61.9936	95.9319	0.5192	0.5754	0.5238	0.5361	0.5519	0.5389
2	125.8762	90.8952	0.6073	0.6939	0.6281	0.6096	0.672	0.6169
3	188.1711	89.0003	0.6322	0.7199	0.6839	0.6384	0.6858	0.6913
4	248.5579	87.846	0.6536	0.7166	0.7312	0.6538	0.6936	0.7315
5	310.2498	85.0198	0.6638	0.7258	0.7578	0.6791	0.703	0.757
6	370.6319	84.3664	0.6716	0.7259	0.7764	0.6847	0.7027	0.7769
7	432.3194	81.7043	0.6822	0.7333	0.7967	0.6952	0.7077	0.8027
8	494.7629	80.0035	0.6871	0.7398	0.8055	0.7019	0.7165	0.8111
9	556.0355	77.7653	0.7002	0.7436	0.8107	0.7126	0.7214	0.8151
10	617.9491	74.8502	0.708	0.7438	0.8225	0.7192	0.7128	0.8353
11	679.3619	74.592	0.7117	0.7446	0.83	0.7216	0.7118	0.8428
12	740.8712	76.0239	0.7169	0.745	0.8354	0.7264	0.7168	0.8554
13	802.4099	74.4797	0.7164	0.7421	0.8391	0.7289	0.7237	0.8533
14	864.7731	71.0159	0.7136	0.7408	0.8495	0.7262	0.7213	0.8675
15	925.8702	69.4134	0.7191	0.7506	0.8465	0.7268	0.7117	0.8599
16	987.7786	69.7321	0.7221	0.7496	0.8503	0.7323	0.7277	0.8635
17	1049.8889	68.339	0.72	0.7486	0.8562	0.7301	0.7201	0.8701
18	1111.8632	65.9561	0.7267	0.7475	0.8685	0.7301	0.7132	0.8789
19	1174.4699	65.2847	0.7131	0.7229	0.8649	0.7225	0.723	0.8818
20	1236.9928	66.5824	0.7115	0.7131	0.8716	0.7328	0.7129	0.8867
