dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.2
batch:8
lr:0.0001
weight_decay:0.01
decay_interval:5
lr_decay:1.0
iteration:20
kernel_size:7
add_trans_layer:1
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	62.8297	94.2708	0.6183	0.6618	0.5809	0.5971	0.6537	0.5729
2	126.1395	90.1415	0.6398	0.6994	0.6292	0.6228	0.6971	0.6303
3	188.1601	88.6688	0.6478	0.7212	0.6718	0.6357	0.7207	0.6685
4	249.1398	86.6693	0.6599	0.7349	0.715	0.6532	0.7357	0.7183
5	311.5731	84.7512	0.6685	0.7418	0.7431	0.6739	0.7382	0.7505
6	373.3183	83.6343	0.6695	0.7413	0.7699	0.6855	0.7478	0.7797
7	435.0245	83.0435	0.6741	0.7365	0.7883	0.6844	0.7305	0.8033
8	496.7128	82.2543	0.6834	0.7448	0.7919	0.6933	0.737	0.8072
9	559.0346	79.1525	0.6864	0.7353	0.7963	0.6926	0.731	0.8076
10	620.6219	77.9624	0.6924	0.7406	0.8024	0.6969	0.7337	0.8105
11	681.8492	78.0613	0.6943	0.7297	0.8184	0.7035	0.7341	0.8357
12	744.0377	76.1188	0.7005	0.7328	0.8199	0.7028	0.7307	0.8357
13	806.145	75.5794	0.705	0.7366	0.8255	0.7034	0.7347	0.8422
14	867.7769	73.1817	0.7077	0.7391	0.8338	0.7092	0.7303	0.8572
15	928.4671	72.4886	0.7085	0.7409	0.8295	0.7051	0.6989	0.8465
16	989.8148	71.7576	0.7075	0.7363	0.8347	0.7171	0.7064	0.8547
17	1052.3673	74.0826	0.711	0.7351	0.8402	0.7265	0.7131	0.8632
18	1114.7656	70.6717	0.7167	0.7397	0.8464	0.7311	0.7235	0.8691
19	1177.522	69.8995	0.7158	0.7399	0.8525	0.7283	0.7225	0.8756
20	1240.3724	68.5695	0.7109	0.7276	0.8593	0.7263	0.7161	0.8772
