dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.01
batch:8
lr:0.0001
weight_decay:0.01
decay_interval:5
lr_decay:1.0
iteration:20
kernel_size:7
remove_trans_layer:0
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	50.8841	90.6491	0.5737	0.571	0.5953	0.6213	0.5942	0.6111
2	102.6324	87.5513	0.64	0.6195	0.7086	0.667	0.6497	0.7021
3	154.7836	83.0089	0.6634	0.6444	0.7558	0.6782	0.6767	0.7483
4	206.1169	79.4033	0.6768	0.6512	0.7794	0.6931	0.6838	0.7678
5	257.2026	75.737	0.6883	0.6633	0.802	0.7017	0.6944	0.8018
6	308.9091	73.9513	0.6884	0.6871	0.8179	0.6981	0.7108	0.815
7	360.5564	70.8617	0.6918	0.6928	0.8238	0.7034	0.7158	0.8247
8	411.9823	69.3091	0.6965	0.6917	0.8334	0.704	0.7181	0.8386
9	463.0818	68.2021	0.6917	0.7024	0.8435	0.7065	0.7344	0.8505
10	514.3831	66.0725	0.6976	0.7088	0.8529	0.7072	0.7378	0.8597
11	565.6611	64.4688	0.7044	0.7097	0.8646	0.7207	0.7509	0.8732
12	617.7595	64.209	0.704	0.7163	0.8644	0.7269	0.7592	0.8773
13	668.6728	61.9464	0.7103	0.7232	0.8748	0.7301	0.7636	0.8863
14	719.7027	60.5643	0.7085	0.7125	0.8733	0.7284	0.7559	0.8811
15	770.5856	60.3329	0.7131	0.7229	0.8804	0.728	0.7613	0.8901
16	821.2425	59.0154	0.714	0.7219	0.8899	0.7318	0.7668	0.901
17	872.3133	58.4137	0.7157	0.733	0.8893	0.7222	0.7745	0.9003
18	923.1579	56.1702	0.7226	0.7335	0.8971	0.7337	0.7762	0.9091
19	974.1348	56.043	0.7199	0.7256	0.903	0.7382	0.7699	0.9152
20	1025.5739	53.7524	0.722	0.7328	0.9099	0.7381	0.775	0.9228
