dataset_part:0.1
protein_dim:100
atom_dim:34
hid_dim:64
n_layers:3
n_heads:8
pf_dim:512
dropout:0.2
batch:8
lr:0.0001
weight_decay:0.0001
decay_interval:5
lr_decay:0.9
iteration:20
kernel_size:7
remove_trans_layer:0
opt_:radam
epoch   time   loss_train   AUC_test   AUC_dev   AUC_train   PRC_test   PRC_dev   PRC_train
1	52.6821	92.6271	0.4945	0.4743	0.537	0.5241	0.4812	0.5535
2	104.5877	91.1932	0.5442	0.5608	0.5899	0.5491	0.5483	0.5965
3	155.1149	90.8602	0.5917	0.6085	0.6382	0.5758	0.5841	0.6359
4	206.3218	89.87	0.6147	0.6445	0.6843	0.5914	0.622	0.6663
5	257.0677	89.1008	0.624	0.6712	0.7112	0.6001	0.6551	0.6952
6	307.0421	88.5748	0.6434	0.6868	0.7411	0.6264	0.6715	0.7277
7	357.3548	87.357	0.648	0.7003	0.7488	0.6375	0.6922	0.7388
8	408.472	85.9465	0.6617	0.7141	0.7664	0.6519	0.705	0.7673
9	459.7563	83.9595	0.6652	0.7096	0.7697	0.6562	0.7	0.7646
10	510.386	82.1853	0.6818	0.7309	0.7785	0.6801	0.7222	0.7774
11	560.8605	79.0957	0.6819	0.7216	0.7898	0.6822	0.7144	0.7876
12	611.606	78.1569	0.6898	0.7332	0.7974	0.7027	0.7287	0.8041
13	662.6066	78.0511	0.6904	0.7312	0.7961	0.7001	0.7231	0.8006
14	713.3464	76.1496	0.6936	0.7335	0.8021	0.7084	0.7232	0.8126
15	763.3662	73.9904	0.6967	0.7376	0.8039	0.7118	0.7274	0.811
16	814.2615	73.5521	0.6986	0.7342	0.8063	0.7154	0.7266	0.8143
17	886.528	74.6625	0.6996	0.7354	0.8069	0.7168	0.73	0.82
18	938.1164	74.9764	0.6999	0.7377	0.8109	0.7185	0.731	0.8249
19	989.2177	72.8415	0.7021	0.7409	0.8124	0.719	0.7353	0.8305
20	1039.5344	73.1929	0.7027	0.7383	0.8228	0.7185	0.732	0.8338
